Name,Lastname,Sex,Date_Loan
Javier,Rojas,F,2019-05-12
Felipe,Reyes,F,2015-06-04
Daniela,Ramírez,F,2015-06-21
Isabella,Rivera,F,2018-06-30
Esteban,Salazar,F,2019-06-18
Isabella,Silva,F,2018-09-08
Antonia,Díaz,M,2017-02-08
Sergio,Acosta,F,2020-10-06
Florencia,González,F,2018-07-14
Ana,Núñez,M,2019-12-13
Victoria,Núñez,F,2017-08-17
Emma,Díaz,F,2017-12-30
Isabella,Gómez,M,2018-04-17
Andrea,Contreras,M,2015-08-16
Antonia,Vázquez,F,2019-03-02
José,Miranda,F,2015-01-18
Sergio,Pérez,F,2015-11-16
Jorge,Herrera,M,2018-10-24
Mariana,Ortiz,M,2016-11-02
Andrés,Torres,M,2020-09-25
Jorge,Ramírez,F,2017-05-05
Luis,Rojas,M,2019-03-10
Victoria,Díaz,F,2016-07-19
Daniela,Blanco,M,2019-05-29
Luis,Romero,M,2019-10-24
Antonia,Rojas,M,2016-06-09
Andrés,Ruiz,F,2020-03-18
María,Reyes,M,2016-01-25
Arturo,Ramírez,M,2019-01-30
Cristian,Benítez,F,2015-02-17
José,Domínguez,M,2017-04-01
Ana,Rojas,F,2015-04-10
Lorena,Mendoza,F,2018-03-25
Sofía,Domínguez,F,2016-09-18
Pablo,Ruiz,M,2016-01-30
Laura,Chávez,M,2016-08-19
Victoria,Rodríguez,M,2018-06-10
Miguel,Pérez,F,2019-10-20
Miguel,Torres,M,2019-05-08
Javier,Fernández,F,2016-04-13
Esteban,González,F,2019-08-24
Rafael,Castillo,F,2020-10-05
Pilar,Reyes,M,2019-06-05
Pablo,Miranda,M,2019-04-15
Pilar,Álvarez,F,2019-12-22
Luis,Núñez,M,2019-10-12
Gabriel,López,F,2015-01-23
Fernando,Torres,F,2019-11-03
Pedro,Castro,M,2018-02-13
Carolina,Silva,M,2017-10-09
Miguel,Salazar,F,2015-08-26
Pilar,González,M,2015-09-29
Victoria,López,M,2017-09-05
Natalia,Benítez,M,2020-06-23
Francisco,Núñez,F,2015-09-04
Ricardo,Bravo,M,2019-01-27
Paula,Fernández,M,2019-06-20
Felipe,Ramírez,F,2018-12-05
Felipe,Rivera,F,2015-08-09
Miguel,Sánchez,M,2017-06-26
Daniela,Torres,M,2015-12-23
Laura,Delgado,F,2018-04-24
Sergio,Ortiz,M,2016-12-14
Florencia,Núñez,F,2018-05-18
Daniela,Blanco,F,2018-07-20
Adriana,Romero,M,2020-11-22
Roberto,Delgado,F,2015-07-19
Valentina,Vargas,M,2016-09-30
Francisco,Rodríguez,F,2019-10-05
Sergio,Acosta,M,2019-11-05
Diego,Gómez,F,2019-06-21
José,Castro,M,2016-06-20
Luciana,Ramos,M,2020-06-16
Laura,Navarro,M,2015-01-18
Esteban,Mendoza,M,2016-11-11
Martina,Bravo,M,2019-09-26
María,Ortiz,M,2015-09-15
Diego,Silva,M,2020-05-31
Pilar,Sánchez,M,2016-03-22
Jorge,Rojas,M,2018-10-04
Miguel,Guerrero,F,2015-12-10
Gabriel,Morales,M,2020-07-21
Pilar,Ramos,F,2020-01-10
Valeria,Miranda,F,2015-12-09
Pablo,López,M,2018-12-27
Daniela,León,M,2015-11-06
Andrés,Peña,F,2019-08-20
Rafael,Reyes,M,2018-12-29
Andrea,Vargas,F,2020-03-14
Alejandro,Vargas,F,2020-01-15
Gabriela,Molina,F,2018-02-11
Daniela,Mendoza,F,2017-07-24
Arturo,González,F,2015-03-29
Ana,Castro,M,2018-08-14
Ricardo,Herrera,M,2018-01-04
Javier,Romero,M,2016-03-09
Diego,Sánchez,F,2018-12-09
Valeria,Guerrero,M,2018-09-04
Camila,Fernández,M,2016-04-13
Valeria,Soto,M,2016-06-16
María,Blanco,F,2015-02-16
Pablo,González,M,2015-05-18
Cristian,Benítez,M,2018-03-16
Felipe,Molina,M,2015-05-05
Javier,Miranda,F,2018-10-10
Valeria,Ramírez,F,2017-08-31
Camila,Ramos,F,2019-11-19
Diego,Fernández,M,2017-02-22
Luis,Morales,F,2015-04-18
Victoria,Rivera,F,2020-01-21
Mariana,Miranda,F,2020-10-04
Victoria,Álvarez,M,2019-06-18
Gonzalo,Miranda,F,2018-07-13
Antonia,Mendoza,M,2015-08-07
Manuel,Ortiz,M,2020-10-09
Miguel,Martínez,M,2015-11-11
Juan,León,M,2020-01-01
Laura,Vargas,F,2017-03-06
Martina,García,F,2015-05-04
Adriana,Silva,M,2019-11-03
Luis,Guerrero,F,2017-01-29
Sofía,García,M,2017-11-07
Felipe,Peña,F,2017-12-26
Sofía,Chávez,F,2019-07-02
Jorge,Torres,M,2019-12-20
Francisco,Soto,F,2017-12-28
Carolina,León,M,2016-09-12
Luis,Chávez,F,2018-01-07
Sofía,Peña,F,2019-10-25
Gonzalo,González,F,2020-08-18
Luciana,Chávez,M,2015-04-09
Luis,Morales,F,2018-12-07
Jorge,Bravo,M,2020-01-20
Francisco,Rodríguez,F,2019-08-31
Martina,López,F,2019-10-10
Javier,Ruiz,M,2020-08-03
Ricardo,Flores,F,2017-09-01
Felipe,Ruiz,M,2015-10-19
Daniela,Molina,F,2015-09-23
Mariana,Gómez,F,2017-05-23
Paula,Cruz,M,2017-02-11
Jorge,Navarro,M,2016-01-10
Ricardo,García,M,2015-10-30
Lorena,Castro,M,2019-03-14
Felipe,Álvarez,F,2019-11-10
Florencia,Reyes,F,2016-09-26
Fernando,Vázquez,F,2018-03-22
Andrea,Castillo,F,2018-03-30
Laura,Rojas,M,2020-10-23
Victoria,León,F,2019-10-13
Felipe,Jiménez,F,2017-10-11
Laura,Molina,M,2019-08-27
Fernando,Núñez,M,2018-02-10
Rafael,Delgado,M,2015-11-19
Rafael,Romero,F,2018-04-25
Esteban,Delgado,M,2020-02-28
Diego,León,F,2016-06-03
Ana,León,F,2016-06-13
Martina,Martínez,M,2017-09-21
Adriana,Martínez,M,2016-10-19
Arturo,Ortiz,M,2017-07-23
Gabriel,Rojas,F,2020-04-11
Felipe,Rivera,F,2016-02-04
Sofía,León,M,2018-06-20
Javier,Pérez,F,2020-09-05
Arturo,Cruz,M,2016-02-28
Camila,Miranda,F,2015-07-23
Paula,Bravo,F,2016-09-01
Pilar,Mendoza,M,2018-08-06
Pilar,Castro,F,2017-07-24
Miguel,López,F,2015-01-10
Esteban,Castro,M,2015-09-22
Sergio,Castro,F,2016-10-01
Valeria,Rodríguez,M,2019-06-21
Valeria,Reyes,M,2020-07-01
Valentina,Chávez,M,2017-05-27
Ricardo,Navarro,F,2015-03-21
Cristian,Cruz,M,2019-09-06
Lorena,Soto,M,2019-04-08
Daniela,Flores,F,2017-06-21
Florencia,Soto,F,2016-10-26
Esteban,Torres,M,2016-05-14
Laura,Romero,M,2019-04-08
Arturo,Flores,M,2016-07-28
Andrea,Ruiz,F,2017-12-03
Luis,Herrera,M,2015-12-27
Carolina,Morales,M,2020-04-06
Antonia,Pérez,M,2015-05-05
Natalia,Domínguez,F,2019-09-30
Daniela,Bravo,F,2016-05-28
Isabella,Martínez,M,2018-03-02
Adriana,Contreras,F,2016-10-08
Ana,Guerrero,M,2020-01-28
Mariana,Jiménez,M,2019-12-09
Sofía,Torres,F,2017-01-10
Gabriela,Salazar,M,2016-05-21
Victoria,Moreno,F,2019-12-01
Arturo,Chávez,F,2020-03-22
Luciana,López,F,2015-04-20
Victoria,González,M,2015-10-29
Sergio,Benítez,F,2020-07-30
Gabriela,Fernández,M,2020-11-16
Javier,Guerrero,M,2019-10-20
Ricardo,Rojas,M,2017-06-04
Pablo,Bravo,F,2017-08-21
Felipe,Peña,M,2016-11-18
Fernando,Rojas,F,2020-09-08
Roberto,Peña,M,2020-06-11
Sofía,Domínguez,M,2017-03-18
Gabriela,Domínguez,F,2015-04-06
Valentina,Moreno,F,2015-09-25
Sofía,Rojas,F,2018-09-11
Luciana,Moreno,F,2016-08-20
Luciana,Molina,M,2015-08-30
Pedro,Silva,M,2016-09-17
Diego,López,F,2020-02-02
Martina,Moreno,M,2019-02-09
Pedro,Morales,M,2016-03-15
Valentina,Morales,M,2018-08-15
Daniela,Cruz,M,2019-10-07
Juan,Castillo,F,2020-10-05
Pedro,Núñez,F,2019-05-25
Rafael,Ramírez,F,2018-08-21
Arturo,García,M,2020-05-23
Carlos,Martínez,M,2016-06-18
Felipe,García,F,2020-09-12
Manuel,Vargas,F,2019-05-06
Felipe,Núñez,M,2018-07-05
Pedro,Soto,M,2019-11-09
Cristian,Herrera,M,2015-06-21
Javier,Ruiz,F,2020-05-14
Fernando,Delgado,F,2017-11-18
Natalia,Chávez,F,2015-11-24
Martina,Ramos,F,2017-05-10
Andrea,Rojas,M,2015-06-27
Laura,Ortiz,F,2017-10-30
Miguel,Pérez,F,2020-12-29
Jorge,Navarro,F,2020-11-17
Alejandro,Contreras,M,2017-03-08
Martina,Contreras,M,2019-07-27
Felipe,López,F,2017-11-19
Gabriel,Blanco,F,2018-08-15
Laura,Rivera,F,2015-02-22
Manuel,Navarro,M,2019-08-04
Francisco,Soto,F,2019-09-07
Fernando,Álvarez,M,2017-01-18
Fernando,Acosta,F,2015-09-19
Felipe,Ramos,M,2020-08-01
Andrés,Castillo,F,2015-01-17
Manuel,Blanco,F,2015-07-03
Natalia,Álvarez,M,2015-08-07
Cristian,Ortiz,F,2015-07-02
Sofía,Acosta,M,2020-03-26
Mariana,Navarro,F,2018-10-28
Luciana,Moreno,M,2020-03-20
Gonzalo,Ruiz,F,2020-11-11
Emma,Herrera,F,2017-02-09
Valeria,Rivera,F,2020-11-07
Alejandro,Navarro,M,2015-09-30
Emma,Domínguez,F,2017-09-02
Felipe,Mendoza,M,2019-10-05
Emma,Jiménez,F,2015-06-24
Isabella,Rivera,F,2016-11-20
Daniela,Delgado,M,2018-07-15
Andrea,Ortiz,F,2015-02-19
Antonia,Romero,M,2018-04-10
Gabriela,Ortiz,F,2018-07-21
Francisco,Ruiz,M,2020-07-14
Daniela,Ramos,F,2015-02-28
Emma,Navarro,M,2016-04-11
Daniela,Ruiz,F,2018-12-19
Laura,Molina,M,2020-04-03
Ricardo,Herrera,M,2020-04-15
Luis,Núñez,F,2019-11-22
Gabriel,Rojas,M,2018-10-27
Arturo,León,M,2020-08-27
Gabriela,Bravo,F,2017-09-02
Gabriel,Peña,M,2016-10-14
Ana,Rojas,M,2018-04-04
Daniela,Soto,F,2019-11-20
Roberto,Ruiz,F,2017-09-01
Alejandro,Álvarez,M,2015-03-15
Luciana,Chávez,F,2017-09-20
Felipe,Contreras,F,2016-07-29
Diego,López,F,2015-07-26
Natalia,Díaz,F,2017-09-24
Pilar,Jiménez,M,2017-01-18
Daniela,Sánchez,F,2020-04-19
Pedro,Ruiz,F,2020-05-10
Esteban,Jiménez,F,2017-01-02
Mariana,Miranda,F,2017-09-29
Natalia,Ortiz,M,2020-01-23
Cristian,Chávez,F,2020-05-15
Gonzalo,Domínguez,M,2018-10-24
Luciana,Rivera,M,2018-05-03
Valentina,Soto,F,2019-06-23
Laura,Ruiz,M,2017-01-03
Emma,Rodríguez,M,2018-12-27
Sofía,Herrera,F,2015-05-25
Javier,Bravo,F,2015-01-22
Esteban,Sánchez,F,2019-02-22
Rafael,Chávez,M,2016-02-29
Ana,Ortiz,M,2019-03-01
Felipe,Contreras,F,2016-12-26
Lorena,Blanco,M,2017-02-07
Pablo,Díaz,F,2015-10-09
Emma,Pérez,F,2016-12-09
Emma,Fernández,F,2016-08-29
Ana,López,M,2016-04-16
Luciana,Cruz,M,2017-04-01
Fernando,González,M,2015-10-30
Esteban,Rojas,M,2016-12-02
Adriana,Navarro,M,2019-06-24
Lorena,Moreno,M,2018-07-07
Rafael,Guerrero,M,2015-06-01
Alejandro,Morales,F,2016-09-15
Valeria,Ramírez,M,2016-02-07
Andrés,Peña,M,2017-01-06
Ana,Rodríguez,F,2016-09-08
María,Pérez,F,2018-02-01
Cristian,Mendoza,M,2018-03-21
Pilar,Rojas,M,2020-04-11
Jorge,Rivera,F,2018-06-09
Pilar,Bravo,F,2019-08-05
Roberto,Navarro,M,2019-08-08
Andrea,Ruiz,M,2016-07-01
Roberto,Ramírez,F,2016-05-09
Isabella,Moreno,M,2015-02-15
Pilar,Delgado,M,2017-10-22
Jorge,Cruz,F,2015-03-31
Camila,Pérez,M,2020-02-16
Fernando,Cruz,M,2018-03-06
José,García,M,2015-08-27
Ricardo,Ramos,F,2015-02-21
Roberto,Ramírez,F,2020-02-06
Diego,Romero,M,2016-08-01
Ricardo,Ramírez,M,2016-10-12
Arturo,Romero,F,2018-09-06
Camila,Contreras,M,2017-10-26
Francisco,Delgado,M,2020-06-04
Ana,Ramírez,F,2016-11-30
Alejandro,González,M,2015-08-04
Florencia,Soto,F,2019-11-02
Sofía,Núñez,M,2018-08-16
Gabriel,Vargas,M,2020-02-13
Carolina,Flores,M,2017-01-01
Mariana,Acosta,M,2019-09-14
Carlos,López,M,2020-12-18
Roberto,Ruiz,M,2017-11-11
Manuel,Herrera,F,2020-04-22
Andrea,González,M,2017-07-04
Javier,Cruz,M,2015-07-18
Francisco,Contreras,M,2019-07-25
Daniela,Fernández,F,2019-03-09
Sergio,Molina,M,2018-12-06
Laura,Ruiz,M,2020-09-15
Carlos,Reyes,M,2017-11-02
Pilar,Salazar,F,2015-11-11
Paula,Torres,M,2018-09-14
Laura,Delgado,F,2020-06-14
Miguel,Ortiz,M,2016-11-29
Gabriela,Núñez,F,2017-03-14
Camila,Domínguez,M,2019-12-28
Daniela,Rivera,M,2019-07-21
Camila,Domínguez,F,2015-05-15
Lorena,Rivera,M,2018-04-12
Luciana,Díaz,M,2018-05-19
Lorena,Núñez,M,2016-03-03
Emma,Díaz,F,2018-05-22
Natalia,Ramos,M,2018-10-14
Daniela,González,F,2020-07-10
Cristian,Jiménez,M,2015-07-07
Camila,Castillo,M,2018-06-06
Diego,Rojas,M,2018-06-20
Laura,Fernández,M,2016-06-01
Sergio,Ramírez,F,2016-01-06
Felipe,Delgado,F,2020-06-08
Alejandro,Acosta,M,2019-11-19
Felipe,Castro,M,2018-07-01
Martina,Moreno,M,2019-08-31
Diego,Molina,M,2017-05-01
Antonia,Ruiz,F,2019-04-02
Miguel,García,M,2018-07-08
Valeria,Acosta,F,2020-08-06
Cristian,Álvarez,F,2017-07-22
Luciana,Cruz,F,2016-08-29
Andrés,Benítez,F,2015-02-24
Felipe,Morales,M,2020-04-06
Sofía,Gómez,M,2020-02-16
Valeria,Acosta,M,2016-11-25
Mariana,González,F,2020-11-07
Lorena,González,M,2018-05-06
Emma,González,M,2019-12-31
Carlos,Moreno,F,2016-03-01
Pedro,Álvarez,F,2016-01-08
Luciana,Silva,M,2016-09-10
Pilar,Silva,M,2016-08-18
Victoria,Blanco,M,2015-02-14
María,Silva,F,2018-07-01
Arturo,González,M,2019-03-23
Camila,Sánchez,F,2019-03-07
Andrea,Chávez,M,2015-03-12
Gonzalo,Torres,F,2019-07-11
Laura,Vázquez,M,2019-06-14
Felipe,Mendoza,M,2015-04-22
Natalia,Fernández,F,2019-01-16
Adriana,Vargas,M,2018-01-10
Gabriel,Mendoza,F,2016-11-19
Manuel,Mendoza,M,2015-05-06
Daniela,Benítez,M,2017-05-09
Arturo,Ramos,M,2015-03-23
Juan,Castro,F,2016-07-10
Gabriela,Benítez,M,2018-12-25
Rafael,Jiménez,M,2020-08-20
Gabriel,Díaz,M,2018-03-16
Pablo,León,F,2018-05-25
Felipe,Rivera,M,2017-03-07
Florencia,Rodríguez,F,2018-06-14
Roberto,Jiménez,F,2018-04-19
Pilar,Núñez,F,2016-09-24
Laura,Delgado,M,2018-10-23
Adriana,Morales,M,2017-06-29
Natalia,Ruiz,M,2018-05-17
José,Contreras,M,2017-08-06
Luciana,Guerrero,M,2019-06-05
Lorena,García,M,2019-06-19
Natalia,Moreno,F,2016-06-30
Ricardo,Chávez,M,2015-02-15
Alejandro,González,M,2015-12-15
Carlos,Herrera,F,2018-12-11
Alejandro,Rivera,M,2017-04-19
Felipe,Acosta,M,2019-04-18
Pablo,Gómez,F,2020-05-17
Emma,Miranda,F,2017-06-28
Arturo,Díaz,M,2017-06-18
Ricardo,Salazar,M,2016-02-13
Ricardo,González,M,2015-08-06
Andrés,Ramos,F,2016-01-10
Jorge,Herrera,F,2016-05-10
Valeria,López,F,2016-02-04
José,Pérez,M,2019-12-15
Esteban,Chávez,F,2018-07-05
Francisco,Vázquez,F,2016-02-26
Paula,Benítez,M,2015-06-15
Andrés,Jiménez,M,2019-06-11
Pablo,Cruz,M,2015-05-18
Camila,Moreno,F,2018-01-01
Florencia,Herrera,M,2018-11-24
Ana,López,F,2017-04-09
Sofía,Benítez,F,2015-12-10
Gonzalo,Domínguez,M,2015-12-14
Arturo,Gómez,M,2016-07-21
Martina,Chávez,M,2015-03-26
Florencia,Bravo,M,2015-02-25
Sofía,Chávez,M,2016-05-16
Ana,Pérez,F,2015-04-20
Lorena,Ruiz,F,2018-11-01
Alejandro,Miranda,F,2016-02-18
Cristian,Rodríguez,F,2017-03-14
Adriana,Sánchez,F,2017-01-14
Valeria,Morales,M,2016-09-30
Jorge,Ruiz,M,2018-01-19
Antonia,Ramírez,F,2017-06-27
Natalia,Jiménez,M,2015-09-23
Lorena,Contreras,M,2020-10-08
Daniela,Reyes,F,2015-05-29
Adriana,Benítez,M,2016-03-25
Pilar,Silva,M,2018-12-30
Cristian,Rojas,F,2018-04-25
Francisco,Rojas,M,2016-09-13
Natalia,Molina,F,2015-09-10
Paula,Ortiz,F,2016-10-29
Carlos,Vázquez,F,2015-01-30
Esteban,Silva,F,2020-07-13
Laura,Delgado,M,2018-09-24
Adriana,Cruz,M,2018-05-29
Florencia,Díaz,F,2020-01-26
Luis,Molina,F,2019-03-15
Luciana,Salazar,M,2016-07-15
Lorena,Flores,F,2019-08-26
Lorena,Moreno,M,2019-07-17
Lorena,Molina,F,2018-11-29
Daniela,Blanco,M,2017-02-15
Emma,Silva,M,2016-10-01
Daniela,Ramos,M,2015-10-11
Alejandro,Moreno,F,2020-11-20
Jorge,Molina,M,2015-03-06
Martina,Silva,M,2020-07-08
María,Flores,F,2015-06-14
Juan,Salazar,M,2017-02-12
Camila,Rodríguez,M,2018-10-31
Sergio,Rodríguez,M,2018-06-10
Adriana,Navarro,M,2016-01-30
Cristian,Contreras,M,2019-10-04
Mariana,Díaz,M,2017-10-13
Daniela,Chávez,F,2017-02-07
Diego,Ortiz,M,2018-11-08
Lorena,Bravo,F,2019-10-19
Valeria,Cruz,M,2015-07-06
Jorge,Castillo,F,2019-10-15
Valeria,Navarro,M,2018-10-21
Roberto,Castillo,M,2018-04-17
Cristian,Morales,M,2015-01-31
Valeria,Flores,F,2015-09-22
Diego,Gómez,F,2018-07-14
Daniela,Castro,M,2016-12-22
Andrés,González,F,2018-07-23
Martina,Jiménez,F,2015-03-14
Gabriela,Acosta,F,2016-11-17
Sergio,Rivera,M,2017-08-01
Roberto,Blanco,F,2015-06-07
Daniela,Ramírez,F,2019-09-09
Alejandro,Cruz,M,2018-03-13
Camila,Delgado,M,2017-09-16
Martina,Martínez,F,2017-07-26
Paula,Ruiz,F,2018-10-02
Manuel,Domínguez,M,2015-08-18
Daniela,Salazar,F,2020-10-18
Sergio,Díaz,M,2018-04-13
Emma,Núñez,M,2020-01-09
Ana,Domínguez,F,2018-01-09
Alejandro,Cruz,M,2017-03-14
Victoria,Rodríguez,F,2015-11-29
Luciana,Díaz,M,2019-03-17
Arturo,Castillo,F,2017-05-16
Pilar,Núñez,M,2017-08-01
Pablo,Moreno,M,2018-01-02
Manuel,Mendoza,M,2019-09-01
Alejandro,Pérez,M,2019-06-18
Andrés,Cruz,M,2017-12-15
Fernando,León,M,2018-06-09
Miguel,Domínguez,M,2017-01-10
Daniela,Morales,M,2019-04-03
Diego,Torres,M,2020-08-05
Felipe,Chávez,F,2016-11-27
Gonzalo,Ruiz,M,2018-05-25
Gabriel,Cruz,M,2017-11-05
Paula,Vargas,M,2018-07-24
Esteban,Castro,M,2017-09-05
Isabella,Flores,F,2017-06-16
Laura,Álvarez,M,2018-03-14
María,Cruz,F,2017-06-03
Antonia,Acosta,F,2017-06-23
Cristian,Rojas,M,2020-04-30
Isabella,Ruiz,M,2019-10-11
Miguel,Rivera,F,2019-07-10
Francisco,Pérez,F,2017-12-05
José,Martínez,M,2019-05-10
Gonzalo,Blanco,M,2018-10-04
Roberto,Romero,M,2020-01-17
Javier,Rojas,F,2016-01-27
María,Miranda,M,2016-12-10
Andrea,López,M,2018-04-09
Diego,García,M,2016-11-06
Mariana,Flores,F,2018-06-01
Alejandro,Ruiz,M,2020-05-21
Manuel,Ramírez,F,2016-08-18
Gabriela,Ramírez,M,2016-01-24
Francisco,López,M,2017-10-21
Gonzalo,Silva,M,2016-02-20
Ricardo,Molina,M,2019-05-24
Cristian,Bravo,M,2019-11-02
Ricardo,Ruiz,M,2015-08-24
Esteban,Moreno,M,2020-05-13
Lorena,Salazar,M,2020-05-10
Ana,Gómez,M,2020-07-30
Luis,Molina,F,2020-04-06
Gabriela,Vargas,F,2020-04-24
Martina,Vargas,M,2015-02-07
Fernando,Acosta,F,2020-01-17
Mariana,Benítez,M,2018-12-03
Diego,Miranda,F,2020-05-03
Sergio,Núñez,M,2015-11-25
Esteban,Mendoza,M,2019-07-21
Valeria,Moreno,M,2020-07-01
Miguel,Navarro,F,2018-04-24
Martina,Silva,M,2017-04-12
Javier,Romero,M,2018-01-18
Fernando,Ruiz,F,2020-01-16
Pedro,Miranda,M,2015-05-22
Isabella,Flores,M,2020-09-04
Rafael,Reyes,F,2016-06-14
José,Domínguez,F,2018-08-08
Miguel,Sánchez,F,2015-02-06
Sergio,Silva,F,2018-03-07
Gabriela,Contreras,M,2016-09-30
Emma,Chávez,M,2017-12-18
Gabriel,León,M,2016-05-15
Sergio,López,M,2017-07-01
Pablo,Herrera,F,2020-06-13
Javier,Ortiz,F,2019-06-28
Pedro,Álvarez,F,2018-02-21
Antonia,Flores,F,2020-12-20
Carlos,Peña,F,2018-02-16
Andrés,Pérez,F,2016-11-06
Victoria,Castillo,M,2015-02-23
Daniela,Molina,M,2019-08-28
Arturo,Pérez,F,2020-04-04
Laura,Díaz,M,2018-12-15
Isabella,Ramírez,F,2020-09-15
Ana,García,F,2016-11-06
Esteban,Bravo,M,2015-09-11
Miguel,Mendoza,M,2020-09-02
Manuel,Cruz,M,2019-06-22
Sofía,Ruiz,F,2015-09-03
Pablo,Cruz,F,2016-09-14
Laura,Bravo,F,2016-09-06
Rafael,Ramos,M,2015-05-13
Juan,Contreras,M,2020-06-27
Luis,Molina,F,2015-09-06
Luciana,Álvarez,M,2015-01-26
Juan,Delgado,F,2020-12-08
Rafael,Reyes,M,2016-08-10
Mariana,Castillo,M,2020-01-22
Camila,Díaz,M,2017-01-17
Rafael,Salazar,M,2015-12-13
Valentina,Morales,F,2015-06-22
Alejandro,Vargas,F,2018-04-14
Arturo,Torres,F,2018-09-30
Antonia,Delgado,F,2018-03-28
José,Contreras,M,2017-01-09
Lorena,Bravo,F,2016-11-22
Carolina,López,F,2017-07-22
Pedro,Domínguez,M,2020-07-11
Valentina,Rojas,M,2016-03-17
Alejandro,Ruiz,M,2015-04-11
Juan,Ruiz,F,2016-12-30
Adriana,Domínguez,M,2015-05-03
Valentina,Moreno,F,2016-08-28
Francisco,Navarro,M,2015-04-05
Carolina,García,M,2020-04-14
Valeria,Romero,M,2020-11-19
Rafael,Acosta,F,2020-04-22
Pablo,Chávez,F,2019-12-23
Daniela,Ramírez,F,2019-12-01
Ricardo,Gómez,F,2016-03-22
Emma,Silva,M,2020-06-28
Antonia,Romero,M,2015-08-23
Luciana,Castro,F,2018-10-24
Alejandro,Jiménez,F,2020-07-20
Andrea,Acosta,M,2015-10-06
Juan,Delgado,F,2018-08-26
Felipe,Rojas,M,2016-01-26
Juan,Rojas,M,2016-10-12
Emma,García,M,2017-12-07
Cristian,Castro,F,2015-12-12
Valentina,Torres,M,2018-12-18
Luciana,Peña,M,2017-12-08
Luciana,Bravo,M,2020-12-13
Cristian,Gómez,F,2018-08-23
Andrés,Moreno,F,2019-12-09
Roberto,Silva,M,2015-12-20
Jorge,López,M,2016-04-19
Andrés,Reyes,M,2016-03-24
Francisco,Delgado,F,2020-02-14
Felipe,Cruz,F,2015-11-17
Andrea,Romero,M,2017-03-27
Adriana,Acosta,M,2017-01-27
Andrea,Molina,F,2019-03-27
Miguel,Soto,M,2018-09-16
Javier,Acosta,F,2016-08-21
Isabella,Ruiz,M,2015-10-22
Sofía,Díaz,M,2018-08-26
María,Núñez,M,2020-01-08
Florencia,Núñez,F,2017-01-04
Jorge,Peña,F,2020-05-23
José,Vargas,F,2018-02-04
Pedro,Cruz,F,2016-12-03
Roberto,Domínguez,M,2015-11-24
Andrés,Delgado,F,2015-10-11
Juan,León,F,2016-11-08
Francisco,Castillo,F,2016-09-22
Arturo,Núñez,M,2015-06-21
Camila,González,M,2019-05-20
Florencia,Acosta,M,2020-01-14
Miguel,Molina,M,2018-05-16
Martina,Ramírez,M,2016-09-18
Ricardo,Ramos,F,2015-05-20
José,Ramos,F,2018-07-15
Ana,Mendoza,M,2016-03-01
Javier,Jiménez,M,2016-01-04
Daniela,Ortiz,F,2017-11-20
Sofía,Rivera,M,2018-02-23
Roberto,Benítez,M,2018-07-21
Francisco,Núñez,F,2018-12-07
Ana,Contreras,F,2020-10-08
Fernando,Chávez,M,2020-10-18
Miguel,Peña,F,2017-07-12
Diego,Moreno,F,2019-12-02
Esteban,Guerrero,M,2015-10-11
Victoria,Sánchez,F,2017-12-14
Ana,Díaz,M,2016-01-08
José,Bravo,M,2017-12-24
Luis,Rojas,M,2016-12-02
Andrés,Contreras,M,2016-02-13
Daniela,Rojas,M,2015-02-09
José,Gómez,F,2015-06-26
Felipe,Ramos,F,2017-06-18
Pilar,Moreno,F,2019-07-11
Cristian,Morales,F,2017-05-02
Luciana,Blanco,F,2015-04-18
Camila,Díaz,F,2019-03-06
Valentina,Núñez,F,2017-12-21
Miguel,Vázquez,M,2019-10-26
Gabriel,Ramírez,F,2016-02-22
Pilar,Contreras,F,2016-09-11
Gabriel,González,M,2017-10-23
Pablo,Salazar,M,2020-12-15
Mariana,Benítez,M,2020-08-31
Natalia,Chávez,F,2019-09-16
Andrés,Ramírez,M,2016-12-04
José,González,M,2020-08-17
Javier,Ramos,M,2017-08-03
Esteban,Reyes,M,2020-06-18
Ricardo,Fernández,F,2016-07-05
Alejandro,Chávez,M,2019-03-30
Andrés,Torres,F,2020-11-21
Pablo,Mendoza,F,2019-01-31
Gabriela,Domínguez,M,2019-04-07
Arturo,Benítez,M,2019-05-22
Carlos,Núñez,M,2019-05-26
Jorge,García,M,2017-10-22
Paula,Gómez,M,2018-02-23
Arturo,Castro,M,2015-06-17
Victoria,Ortiz,M,2018-09-21
Mariana,Fernández,M,2018-06-23
Paula,Delgado,F,2017-04-27
Victoria,García,F,2018-11-10
Valentina,Contreras,F,2017-02-15
Esteban,Martínez,M,2019-12-13
Martina,Delgado,M,2015-07-02
Ana,Chávez,F,2020-07-26
Sofía,Molina,M,2019-08-23
Roberto,Vargas,M,2019-07-20
Rafael,Soto,F,2019-12-27
Fernando,Morales,F,2020-04-18
Pilar,Ruiz,M,2015-05-01
Fernando,Jiménez,F,2019-01-24
Martina,Mendoza,F,2020-09-10
Sergio,Silva,M,2015-09-20
Andrés,Álvarez,M,2016-12-18
José,Fernández,F,2017-07-12
Natalia,Díaz,M,2015-05-11
Felipe,Navarro,M,2019-02-06
Manuel,Acosta,M,2015-07-30
Daniela,Molina,F,2017-06-02
Carlos,Reyes,F,2018-06-11
José,Ramírez,M,2020-04-10
Luis,Rivera,F,2019-03-03
Natalia,Torres,F,2020-11-03
Ricardo,Castro,M,2017-06-02
